customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment,Cluster
C10365,287,3,470.39,1,1,3,5,1-1-3,Hibernating,Core Regulars
C10366,6,5,167.67000000000002,5,3,1,9,5-3-1,Loyal Customers,Core Regulars
C10367,285,2,182.88,1,1,2,4,1-1-2,Hibernating,Dormant
C10368,7,4,256.63,5,2,2,9,5-2-2,Potential Loyalists,Core Regulars
C10369,188,5,190.79,2,3,2,7,2-3-2,At Risk,Core Regulars
C10370,75,7,882.48,4,5,4,13,4-5-4,Champions,Champions
C10371,73,5,727.83,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C10372,29,6,626.67,5,4,3,12,5-4-3,Champions,Champions
C10373,50,2,176.26,4,1,2,7,4-1-2,Potential Loyalists,Occasional
C10374,99,7,3286.12,3,5,5,13,3-5-5,Loyal Customers,Champions
C10375,40,10,1481.6,4,5,5,14,4-5-5,Champions,Champions
C10376,41,3,199.21,4,1,2,7,4-1-2,Potential Loyalists,Occasional
C10377,174,3,116.6,2,1,1,4,2-1-1,Hibernating,Occasional
C10378,330,3,407.68,1,1,3,5,1-1-3,Hibernating,Dormant
C10379,95,2,12.95,3,1,1,5,3-1-1,Needs Attention,Occasional
C10380,122,4,439.85,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C10381,24,4,694.0999999999999,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C10382,462,3,826.2399999999999,1,1,4,6,1-1-4,Hibernating,Dormant
C10383,41,4,120.61,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C10384,338,3,1280.35,1,2,5,8,1-2-5,At Risk,Core Regulars
C10385,241,2,99.73,2,1,1,4,2-1-1,Hibernating,Occasional
C10386,41,9,2511.52,4,5,5,14,4-5-5,Champions,Champions
C10387,131,2,733.46,3,1,4,8,3-1-4,Needs Attention,Core Regulars
C10388,53,5,785.6300000000001,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C10389,129,4,233.25,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C10390,35,6,315.42,5,4,2,11,5-4-2,Champions,Core Regulars
C10391,71,8,497.76,4,5,3,12,4-5-3,Champions,Champions
C10392,165,9,743.29,2,5,4,11,2-5-4,Can't Lose Them,Champions
C10393,20,8,1016.69,5,5,4,14,5-5-4,Champions,Champions
C10394,468,4,65.39,1,2,1,4,1-2-1,At Risk,Dormant
C10395,49,5,463.5,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C10396,184,3,208.56,2,2,2,6,2-2-2,At Risk,Occasional
C10397,129,1,182.05,3,1,2,6,3-1-2,Needs Attention,Occasional
C10398,50,5,498.99,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C10399,151,4,325.66,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C10400,43,6,1429.23,4,4,5,13,4-4-5,Champions,Champions
C10401,225,3,81.41,2,2,1,5,2-2-1,At Risk,Occasional
C10402,65,6,245.75,4,4,2,10,4-4-2,Champions,Core Regulars
C10403,233,2,216.82,2,1,2,5,2-1-2,Hibernating,Occasional
C10404,109,5,400.04,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C10405,369,4,197.94,1,2,2,5,1-2-2,At Risk,Dormant
C10406,3,6,848.31,5,4,4,13,5-4-4,Champions,Champions
C10407,305,4,62.34,1,2,1,4,1-2-1,At Risk,Occasional
C10408,314,2,215.0,1,1,2,4,1-1-2,Hibernating,Dormant
C10409,428,1,60.48,1,1,1,3,1-1-1,Hibernating,Dormant
C10410,482,1,7.34,1,1,1,3,1-1-1,Hibernating,Dormant
C10411,419,2,1172.96,1,1,5,7,1-1-5,Hibernating,Dormant
C10412,704,1,58.04,1,1,1,3,1-1-1,Hibernating,Dormant
C10413,81,5,388.94,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C10414,408,3,510.0,1,2,3,6,1-2-3,At Risk,Dormant
C10415,215,4,3874.92,2,2,5,9,2-2-5,At Risk,Core Regulars
C10416,227,3,986.18,2,2,4,8,2-2-4,At Risk,Core Regulars
C10417,252,4,2719.5,2,2,5,9,2-2-5,At Risk,Core Regulars
C10418,237,3,217.01,2,2,2,6,2-2-2,At Risk,Occasional
C10419,34,9,2880.62,5,5,5,15,5-5-5,Champions,Champions
C10420,1,3,474.69,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C10421,313,5,356.11,1,3,2,6,1-3-2,At Risk,Core Regulars
C10422,150,5,538.64,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C10423,372,2,620.5799999999999,1,1,3,5,1-1-3,Hibernating,Dormant
C10424,15,4,1146.78,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C10425,32,3,149.04000000000002,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C10426,235,1,254.41,2,1,2,5,2-1-2,Hibernating,Occasional
C10427,178,6,670.8299999999999,2,4,4,10,2-4-4,Can't Lose Them,Champions
C10428,492,2,263.7,1,1,2,4,1-1-2,Hibernating,Dormant
C10429,189,4,477.38,2,2,3,7,2-2-3,At Risk,Core Regulars
C10430,310,2,441.6,1,1,3,5,1-1-3,Hibernating,Dormant
C10431,182,4,1146.78,2,2,5,9,2-2-5,At Risk,Core Regulars
C10432,42,5,361.01,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C10433,77,6,598.43,4,4,3,11,4-4-3,Champions,Champions
C10434,1,4,185.07,5,2,2,9,5-2-2,Potential Loyalists,Occasional
C10435,189,4,249.01,2,2,2,6,2-2-2,At Risk,Core Regulars
C10436,161,3,129.19,2,2,1,5,2-2-1,At Risk,Occasional
C10437,302,3,344.17,1,2,2,5,1-2-2,At Risk,Dormant
C10438,303,2,27.540000000000003,1,1,1,3,1-1-1,Hibernating,Occasional
C10439,158,3,350.73,2,2,2,6,2-2-2,At Risk,Core Regulars
C10440,7,7,1719.8,5,5,5,15,5-5-5,Champions,Champions
C10441,205,7,754.0600000000001,2,5,4,11,2-5-4,Can't Lose Them,Champions
C10442,3,5,905.53,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C10443,26,6,709.78,5,4,4,13,5-4-4,Champions,Champions
C10444,161,5,300.82,2,3,2,7,2-3-2,At Risk,Core Regulars
C10445,141,4,1864.97,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C10446,177,8,571.96,2,5,3,10,2-5-3,Can't Lose Them,Champions
C10448,100,8,1004.96,3,5,4,12,3-5-4,Loyal Customers,Champions
C10449,33,5,304.05,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C10450,543,1,39.2,1,1,1,3,1-1-1,Hibernating,Dormant
C10451,253,4,106.58,2,2,1,5,2-2-1,At Risk,Occasional
C10452,54,7,545.3,4,5,3,12,4-5-3,Champions,Champions
C10453,73,4,531.06,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C10454,138,5,901.93,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C10455,182,3,199.88,2,2,2,6,2-2-2,At Risk,Occasional
C10456,359,4,417.36,1,2,3,6,1-2-3,At Risk,Dormant
C10457,13,2,67.89,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10458,125,4,303.53,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C10459,190,3,1571.4699999999998,2,2,5,9,2-2-5,At Risk,Core Regulars
C10460,184,6,505.11,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C10461,18,6,650.98,5,4,4,13,5-4-4,Champions,Champions
C10462,179,3,113.0,2,2,1,5,2-2-1,At Risk,Occasional
C10463,173,4,639.35,2,2,3,7,2-2-3,At Risk,Core Regulars
C10464,126,7,206.82,3,5,2,10,3-5-2,Loyal Customers,Champions
C10465,180,4,1276.04,2,2,5,9,2-2-5,At Risk,Core Regulars
C10466,107,2,45.53,3,1,1,5,3-1-1,Needs Attention,Occasional
C10467,120,4,958.99,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C10468,619,2,404.95,1,1,3,5,1-1-3,Hibernating,Dormant
C10469,206,3,277.54,2,2,2,6,2-2-2,At Risk,Core Regulars
C10470,38,8,1854.32,4,5,5,14,4-5-5,Champions,Champions
C10471,229,3,333.87,2,2,2,6,2-2-2,At Risk,Core Regulars
C10472,188,3,1254.58,2,2,5,9,2-2-5,At Risk,Core Regulars
C10473,212,3,986.81,2,2,4,8,2-2-4,At Risk,Core Regulars
C10474,279,2,605.47,1,1,3,5,1-1-3,Hibernating,Dormant
C10475,246,6,393.18,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C10476,515,1,24.68,1,1,1,3,1-1-1,Hibernating,Dormant
C10477,75,5,1263.17,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C10478,192,2,22.62,2,1,1,4,2-1-1,Hibernating,Occasional
C10479,126,4,1302.66,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C10480,10,2,34.68,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10481,88,4,376.41,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C10482,116,3,43.39,3,2,1,6,3-2-1,Needs Attention,Occasional
C10483,179,3,1475.2,2,2,5,9,2-2-5,At Risk,Core Regulars
C10484,1,6,1231.11,5,4,5,14,5-4-5,Champions,Champions
C10485,347,2,42.17,1,1,1,3,1-1-1,Hibernating,Dormant
C10486,62,4,701.23,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C10487,257,1,57.79,2,1,1,4,2-1-1,Hibernating,Occasional
C10488,28,6,990.08,5,4,4,13,5-4-4,Champions,Champions
C10489,117,6,1426.71,3,4,5,12,3-4-5,Loyal Customers,Champions
C10490,64,4,242.05,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C10491,181,2,353.9,2,1,2,5,2-1-2,Hibernating,Occasional
C10492,79,7,1388.25,4,5,5,14,4-5-5,Champions,Champions
C10493,212,4,827.86,2,2,4,8,2-2-4,At Risk,Core Regulars
C10494,158,3,441.44,2,2,3,7,2-2-3,At Risk,Core Regulars
C10495,285,3,849.0300000000001,1,2,4,7,1-2-4,At Risk,Core Regulars
C10496,206,3,226.65,2,2,2,6,2-2-2,At Risk,Occasional
C10497,214,8,2222.81,2,5,5,12,2-5-5,Can't Lose Them,Champions
C10498,54,5,487.0,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C10499,101,4,189.17,3,2,2,7,3-2-2,Needs Attention,Occasional
C10500,62,4,1063.0,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C10501,504,2,1175.3200000000002,1,1,5,7,1-1-5,Hibernating,Dormant
C10502,26,3,828.86,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C10503,37,1,25.84,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C10504,324,3,663.7099999999999,1,2,4,7,1-2-4,At Risk,Dormant
C10505,186,5,2185.41,2,3,5,10,2-3-5,At Risk,Core Regulars
C10506,179,3,233.3,2,2,2,6,2-2-2,At Risk,Occasional
C10507,289,4,976.35,1,2,4,7,1-2-4,At Risk,Core Regulars
C10508,130,6,673.5799999999999,3,4,4,11,3-4-4,Loyal Customers,Champions
C10509,270,3,855.1500000000001,1,2,4,7,1-2-4,At Risk,Core Regulars
C10510,133,5,394.84,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C10511,217,3,2208.31,2,2,5,9,2-2-5,At Risk,Core Regulars
C10512,306,2,7.17,1,1,1,3,1-1-1,Hibernating,Occasional
C10513,224,5,609.8199999999999,2,3,3,8,2-3-3,At Risk,Core Regulars
C10514,32,8,863.79,5,5,4,14,5-5-4,Champions,Champions
C10515,126,6,244.73,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C10516,175,5,1078.35,2,3,4,9,2-3-4,At Risk,Core Regulars
C10517,165,6,325.51,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C10518,117,2,287.91,3,1,2,6,3-1-2,Needs Attention,Occasional
C10519,34,6,941.81,5,4,4,13,5-4-4,Champions,Champions
C10520,318,5,727.17,1,3,4,8,1-3-4,At Risk,Core Regulars
C10521,475,6,1039.33,1,4,4,9,1-4-4,Can't Lose Them,Dormant
C10522,45,5,1357.85,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C10523,334,3,216.39,1,2,2,5,1-2-2,At Risk,Dormant
C10524,317,4,193.33,1,2,2,5,1-2-2,At Risk,Dormant
C10525,49,5,334.9,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C10526,61,9,611.94,4,5,3,12,4-5-3,Champions,Champions
C10527,6,7,308.58,5,5,2,12,5-5-2,Champions,Champions
C10528,260,5,325.28000000000003,2,3,2,7,2-3-2,At Risk,Core Regulars
C10529,10,8,320.62,5,5,2,12,5-5-2,Champions,Champions
C10530,368,6,731.1,1,4,4,9,1-4-4,Can't Lose Them,Core Regulars
C10531,166,4,684.93,2,2,4,8,2-2-4,At Risk,Core Regulars
C10532,181,3,216.48,2,2,2,6,2-2-2,At Risk,Occasional
C10533,19,2,488.2,5,1,3,9,5-1-3,Potential Loyalists,Core Regulars
C10534,72,3,764.51,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C10535,230,6,313.89,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C10536,43,5,334.54,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C10537,245,3,398.16,2,2,3,7,2-2-3,At Risk,Core Regulars
C10538,665,1,58.59,1,1,1,3,1-1-1,Hibernating,Dormant
C10539,13,5,277.78000000000003,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C10540,23,5,1490.3,5,3,5,13,5-3-5,Loyal Customers,Champions
C10541,44,7,3515.9300000000003,4,5,5,14,4-5-5,Champions,Champions
C10542,124,4,275.5,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C10543,9,2,128.49,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10544,212,6,1174.89,2,4,5,11,2-4-5,Can't Lose Them,Champions
C10545,11,10,6238.82,5,5,5,15,5-5-5,Champions,Champions
C10546,124,4,1226.27,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C10547,22,2,260.22,5,1,2,8,5-1-2,Potential Loyalists,Occasional
C10548,411,4,277.3,1,2,2,5,1-2-2,At Risk,Dormant
C10549,37,4,652.37,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C10550,53,2,171.51999999999998,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C10551,205,4,584.32,2,2,3,7,2-2-3,At Risk,Core Regulars
C10552,66,6,473.53,4,4,3,11,4-4-3,Champions,Champions
C10553,184,4,538.89,2,2,3,7,2-2-3,At Risk,Core Regulars
C10554,176,4,132.82999999999998,2,2,1,5,2-2-1,At Risk,Occasional
C10555,116,6,434.19,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C10556,98,6,872.97,3,4,4,11,3-4-4,Loyal Customers,Champions
C10557,295,6,1611.65,1,4,5,10,1-4-5,Can't Lose Them,Champions
C10558,63,2,464.55,4,1,3,8,4-1-3,Potential Loyalists,Core Regulars
C10559,66,9,372.25,4,5,3,12,4-5-3,Champions,Champions
C10560,50,7,2278.76,4,5,5,14,4-5-5,Champions,Champions
C10561,148,8,3758.57,3,5,5,13,3-5-5,Loyal Customers,Champions
C10562,87,5,754.25,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C10563,111,2,226.53,3,1,2,6,3-1-2,Needs Attention,Occasional
C10564,96,4,388.88,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C10565,181,5,295.01,2,3,2,7,2-3-2,At Risk,Core Regulars
C10566,255,5,1001.84,2,3,4,9,2-3-4,At Risk,Core Regulars
C10567,13,6,1521.61,5,4,5,14,5-4-5,Champions,Champions
C10568,265,3,171.14,2,2,1,5,2-2-1,At Risk,Occasional
C10569,108,6,1307.18,3,4,5,12,3-4-5,Loyal Customers,Champions
C10570,196,5,591.39,2,3,3,8,2-3-3,At Risk,Core Regulars
C10571,116,6,329.23,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C10572,41,5,175.36,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C10573,490,1,112.12,1,1,1,3,1-1-1,Hibernating,Dormant
C10574,10,9,2509.57,5,5,5,15,5-5-5,Champions,Champions
C10575,47,6,1122.69,4,4,4,12,4-4-4,Champions,Champions
C10576,414,3,98.88,1,2,1,4,1-2-1,At Risk,Dormant
C10577,238,2,53.790000000000006,2,1,1,4,2-1-1,Hibernating,Occasional
C10578,58,4,72.84,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C10579,12,3,536.26,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C10580,112,7,324.70000000000005,3,5,2,10,3-5-2,Loyal Customers,Champions
C10581,252,5,996.93,2,3,4,9,2-3-4,At Risk,Core Regulars
C10582,48,5,247.55,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C10583,23,7,1826.31,5,5,5,15,5-5-5,Champions,Champions
C10584,128,4,400.77,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C10585,271,3,721.53,1,2,4,7,1-2-4,At Risk,Core Regulars
C10586,618,2,56.690000000000005,1,1,1,3,1-1-1,Hibernating,Dormant
C10587,462,2,2031.64,1,1,5,7,1-1-5,Hibernating,Dormant
C10588,71,5,1113.18,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C10589,28,6,1986.99,5,4,5,14,5-4-5,Champions,Champions
C10590,168,3,167.59,2,2,1,5,2-2-1,At Risk,Occasional
C10591,48,6,547.27,4,4,3,11,4-4-3,Champions,Champions
C10592,25,4,2721.12,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C10593,128,7,204.96,3,5,2,10,3-5-2,Loyal Customers,Champions
C10594,193,5,662.86,2,3,4,9,2-3-4,At Risk,Core Regulars
C10595,88,8,644.08,3,5,3,11,3-5-3,Loyal Customers,Champions
C10596,272,6,425.59,1,4,3,8,1-4-3,Can't Lose Them,Core Regulars
C10597,26,9,2327.1800000000003,5,5,5,15,5-5-5,Champions,Champions
C10598,30,5,427.15,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C10599,153,7,1510.68,2,5,5,12,2-5-5,Can't Lose Them,Champions
C10600,43,9,1711.61,4,5,5,14,4-5-5,Champions,Champions
C10601,19,2,507.22,5,1,3,9,5-1-3,Potential Loyalists,Core Regulars
C10602,111,5,378.34,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C10603,321,4,338.58,1,2,2,5,1-2-2,At Risk,Dormant
C10604,133,5,1714.79,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C10605,132,5,812.36,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C10606,340,4,1021.36,1,2,4,7,1-2-4,At Risk,Core Regulars
C10607,224,4,492.95,2,2,3,7,2-2-3,At Risk,Core Regulars
C10608,5,4,310.19,5,2,2,9,5-2-2,Potential Loyalists,Core Regulars
C10609,8,4,4276.01,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C10610,29,6,2899.66,5,4,5,14,5-4-5,Champions,Champions
C10611,98,5,971.81,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C10612,84,5,1278.99,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C10613,28,5,862.36,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C10614,8,7,782.5,5,5,4,14,5-5-4,Champions,Champions
C10615,138,8,1491.4,3,5,5,13,3-5-5,Loyal Customers,Champions
C10616,58,7,1838.99,4,5,5,14,4-5-5,Champions,Champions
C10617,80,3,603.94,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C10618,396,3,2381.39,1,2,5,8,1-2-5,At Risk,Dormant
C10619,100,6,1055.6,3,4,4,11,3-4-4,Loyal Customers,Champions
C10620,33,5,569.91,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C10621,256,2,115.29,2,1,1,4,2-1-1,Hibernating,Occasional
C10622,68,5,568.35,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C10623,22,3,579.51,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C10624,12,1,43.87,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10625,36,6,535.2,5,4,3,12,5-4-3,Champions,Champions
C10626,241,2,18.22,2,1,1,4,2-1-1,Hibernating,Occasional
C10627,5,2,122.04,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10628,25,4,923.87,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C10629,630,2,322.85,1,1,2,4,1-1-2,Hibernating,Dormant
C10630,265,3,429.9,1,2,3,6,1-2-3,At Risk,Core Regulars
C10631,225,4,646.74,2,2,3,7,2-2-3,At Risk,Core Regulars
C10632,42,4,362.77,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C10633,59,4,163.01999999999998,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C10634,221,6,425.08,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C10635,78,3,277.34000000000003,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C10636,17,4,375.12,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C10637,38,4,201.09,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C10638,215,4,204.61,2,2,2,6,2-2-2,At Risk,Occasional
C10639,108,6,773.19,3,4,4,11,3-4-4,Loyal Customers,Champions
C10640,332,1,110.96,1,1,1,3,1-1-1,Hibernating,Dormant
C10641,1,3,324.01,5,2,2,9,5-2-2,Potential Loyalists,Core Regulars
C10642,8,4,1520.0400000000002,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C10643,170,5,1600.08,2,3,5,10,2-3-5,At Risk,Core Regulars
C10644,116,3,227.63,3,2,2,7,3-2-2,Needs Attention,Occasional
C10645,63,7,3165.43,4,5,5,14,4-5-5,Champions,Champions
C10646,166,3,128.85,2,2,1,5,2-2-1,At Risk,Occasional
C10647,393,3,344.18,1,2,2,5,1-2-2,At Risk,Dormant
C10648,7,3,133.4,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C10649,50,4,494.94,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C10650,374,2,62.68,1,1,1,3,1-1-1,Hibernating,Dormant
C10651,395,3,349.9,1,2,2,5,1-2-2,At Risk,Dormant
C10652,332,2,32.69,1,1,1,3,1-1-1,Hibernating,Occasional
C10653,307,2,744.48,1,1,4,6,1-1-4,Hibernating,Dormant
C10654,157,5,865.97,2,3,4,9,2-3-4,At Risk,Core Regulars
C10655,4,3,427.74,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C10656,159,5,405.2,2,3,3,8,2-3-3,At Risk,Core Regulars
C10657,98,3,164.18,3,2,1,6,3-2-1,Needs Attention,Occasional
C10658,53,7,1468.4,4,5,5,14,4-5-5,Champions,Champions
C10659,112,7,881.87,3,5,4,12,3-5-4,Loyal Customers,Champions
C10660,102,6,472.75,3,4,3,10,3-4-3,Loyal Customers,Champions
C10661,97,8,559.52,3,5,3,11,3-5-3,Loyal Customers,Champions
C10662,138,5,757.9,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C10663,357,6,339.01,1,4,2,7,1-4-2,Can't Lose Them,Dormant
C10664,24,1,46.39,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10665,433,4,1571.47,1,2,5,8,1-2-5,At Risk,Dormant
C10666,137,6,826.73,3,4,4,11,3-4-4,Loyal Customers,Champions
C10667,23,6,1075.33,5,4,4,13,5-4-4,Champions,Champions
C10668,228,2,678.04,2,1,4,7,2-1-4,Hibernating,Core Regulars
C10669,222,6,1385.41,2,4,5,11,2-4-5,Can't Lose Them,Champions
C10670,23,2,9.64,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C10671,97,7,784.0699999999999,3,5,4,12,3-5-4,Loyal Customers,Champions
C10672,385,5,264.28,1,3,2,6,1-3-2,At Risk,Dormant
C10673,115,3,95.22,3,2,1,6,3-2-1,Needs Attention,Occasional
C10674,184,2,34.8,2,1,1,4,2-1-1,Hibernating,Occasional
C10675,156,6,316.83,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C10676,364,1,131.04,1,1,1,3,1-1-1,Hibernating,Dormant
C10677,249,3,110.94,2,2,1,5,2-2-1,At Risk,Occasional
C10678,51,4,52.76,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C10679,146,6,182.89,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C10680,23,6,360.36,5,4,2,11,5-4-2,Champions,Champions
C10681,59,3,191.04,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C10682,83,3,1024.78,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C10683,179,3,565.37,2,2,3,7,2-2-3,At Risk,Core Regulars
C10684,207,4,420.02,2,2,3,7,2-2-3,At Risk,Core Regulars
C10685,261,4,109.35,2,2,1,5,2-2-1,At Risk,Occasional
C10686,54,5,1611.74,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C10687,57,8,725.62,4,5,4,13,4-5-4,Champions,Champions
C10688,152,4,314.0,2,2,2,6,2-2-2,At Risk,Core Regulars
C10689,73,6,195.08,4,4,2,10,4-4-2,Champions,Core Regulars
C10690,3,5,1230.5,5,3,5,13,5-3-5,Loyal Customers,Core Regulars
C10691,177,3,869.9000000000001,2,2,4,8,2-2-4,At Risk,Core Regulars
C10692,73,4,166.96,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C10693,7,7,1437.61,5,5,5,15,5-5-5,Champions,Champions
C10694,435,1,157.95,1,1,1,3,1-1-1,Hibernating,Dormant
C10695,148,3,543.22,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C10696,288,2,71.84,1,1,1,3,1-1-1,Hibernating,Occasional
C10697,114,2,389.09,3,1,3,7,3-1-3,Needs Attention,Core Regulars
C10698,68,6,1305.9199999999998,4,4,5,13,4-4-5,Champions,Champions
C10699,229,3,85.25,2,2,1,5,2-2-1,At Risk,Occasional
C10700,574,3,1092.68,1,2,4,7,1-2-4,At Risk,Dormant
C10701,248,4,463.75,2,2,3,7,2-2-3,At Risk,Core Regulars
C10702,249,4,857.1099999999999,2,2,4,8,2-2-4,At Risk,Core Regulars
C10703,28,10,897.06,5,5,4,14,5-5-4,Champions,Champions
C10704,280,5,2532.76,1,3,5,9,1-3-5,At Risk,Core Regulars
C10705,593,2,391.67,1,1,3,5,1-1-3,Hibernating,Dormant
C10706,159,2,126.08,2,1,1,4,2-1-1,Hibernating,Occasional
C10707,89,5,953.63,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C10708,140,1,313.9,3,1,2,6,3-1-2,Needs Attention,Occasional
C10709,2,5,504.73,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C10710,482,2,85.59,1,1,1,3,1-1-1,Hibernating,Dormant
C10711,87,5,170.78,3,3,1,7,3-3-1,Loyal Customers,Core Regulars
C10712,337,5,486.26,1,3,3,7,1-3-3,At Risk,Core Regulars
C10713,254,6,357.41,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C10714,191,6,697.16,2,4,4,10,2-4-4,Can't Lose Them,Champions
C10715,11,3,740.59,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C10716,229,6,854.17,2,4,4,10,2-4-4,Can't Lose Them,Champions
C10717,3,5,685.27,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C10718,215,1,53.3,2,1,1,4,2-1-1,Hibernating,Occasional
C10719,22,7,971.52,5,5,4,14,5-5-4,Champions,Champions
C10720,640,2,290.79,1,1,2,4,1-1-2,Hibernating,Dormant
C10721,25,5,2629.67,5,3,5,13,5-3-5,Loyal Customers,Champions
C10722,10,7,2313.61,5,5,5,15,5-5-5,Champions,Champions
C10723,31,8,1116.28,5,5,4,14,5-5-4,Champions,Champions
C10724,118,3,403.61,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C10725,308,3,229.13,1,2,2,5,1-2-2,At Risk,Dormant
